Orf	Name	130min	170min	Overnight
YGR068C	ART5	-1.029241278	-0.6509695	-0.350732566
YKL167C	MRP49	0.422880839	0.724188723	0.625579262
YLR127C	APC2	-0.754755539	-0.23702656	-0.062778782
YHR118C	ORC6	-0.276043495	-0.032788479	0.127910185
YOR290C	SNF2	0.099431598	-0.227981995	0.126461013
YCR020W-B	HTL1	1.362845684	1.759730019	1.249764687
YML030W	RCF1	0.892977213	0.92075414	0.456931054
YLR018C	POM34	-0.018154557	0.239817023	0.09071597
YOR027W	STI1	0.666505832	0.459333996	-0.682613193
YGR119C	NUP57	-0.385122124	-1.130905067	-0.205745782
YGR001C	AML1	-0.44908755	-0.833091225	-0.096387611
YER023W	PRO3	0.175906864	-0.007771438	-0.441571073
YDR148C	KGD2	-0.885512277	-0.031956421	0.261099051
YPL024W	RMI1	0.384025544	-0.069435395	-0.354542621
YDR533C	HSP31	-0.250303625	0.493785379	0.042637266
YCR033W	SNT1	0.318264635	0.557671759	2.927563932
YMR072W	ABF2	-0.600006052	-0.238359057	1.402019912
YDL017W	CDC7	-0.212135851	-0.194710588	-0.59999952
YGR082W	TOM20	1.203982195	2.479829019	1.383252993
YJL050W	MTR4	0.011568336	-0.231624878	-1.486264799
YML057W	CMP2	-1.17645204	-0.919284926	-0.538408066
YIL026C	IRR1	-0.662683076	-0.079396142	2.381966014
YHR122W	CIA2	0.261574274	0.009342566	-0.664629134
YMR270C	RRN9	-0.385103369	-0.477753543	-0.229810127
YKR037C	SPC34	-0.24369599	-0.205250232	-1.34029572
YER174C	GRX4	-0.62049415	-0.804379796	-0.244569573
YML013W	UBX2	-0.969566066	-0.108498414	-0.561600529
YLL012W	YEH1	-3.574905193	-2.211738051	-0.519699701
YNL158W	PGA1	0.158288487	0.449948136	-0.720499544
YBR068C	BAP2	0.903179874	0.625293405	0.438582275
YDL134C	PPH21	-0.015092874	0.603217771	-0.035680328
YDR070C	FMP16	-0.457972845	4.098728124	3.407529799
YKL008C	LAC1	0.671772464	1.312465798	0.167930548
YNL175C	NOP13	-1.658654646	-1.506641344	-0.680365893
YLR015W	BRE2	0.16183509	-0.249074491	-0.368084337
YNL307C	MCK1	-0.180244508	0.302455603	0.15350816
YLR372W	ELO3	0.825467392	0.548320368	0.527093624
YGR198W	YPP1	-0.121033563	-1.781994777	-0.710296749
YGR233C	PHO81	-0.121798998	0.020604092	3.109372146
YML006C	GIS4	1.036193722	0.55771082	-0.479130553
YLR453C	RIF2	0.135074166	-0.192025322	-0.336656756
YNL207W	RIO2	-0.622111614	-0.707330566	-0.477816453
YOR040W	GLO4	0.15925722	0.255188878	0.55316141
YML098W	TAF13	0.449216051	0.170731903	0.530390454
YDL248W	COS7	-2.067581745	-0.199630733	0.977897864
YDL081C	RPP1A	NA	0.662419567	NA
YBL019W	APN2	0.447038187	0.051216674	-0.825235362
YPR065W	ROX1	-1.131983261	-0.622700181	0.656136159
YAR007C	RFA1	0.36050715	0.155963694	-1.672908289
YPL011C	TAF3	0.646718655	0.397139381	-1.402077096
YGR171C	MSM1	-1.334822195	-0.546380186	0.4924574
YPL013C	MRPS16	0.180156277	0.340390983	1.154537976
YJL104W	PAM16	0.278133974	0.433659459	1.042568666
YDL203C	ACK1	0.575913003	0.135712676	-0.069518391
YMR267W	PPA2	0.590865368	-0.216285013	0.191867259
YPR187W	RPO26	-1.980866566	-0.899363738	0.266389797
YFL049W	SWP82	0.611345786	0.191747893	-0.921607972
YDL053C	PBP4	0.304051433	-0.366139856	-0.173291098
YDL028C	MPS1	1.411395957	0.636410918	-0.339394766
YGL226C-A	OST5	1.059729044	-0.085056027	NA
YIL111W	COX5B	-1.047850029	-0.211158889	0.841253393
YJL036W	SNX4	0.200466574	0.219938652	-0.45971507
YBR133C	HSL7	0.690836214	0.262774094	-0.601912137
YHR207C	SET5	0.369960166	-0.1473765	-0.486756127
YOR069W	VPS5	-0.51774531	-0.492419637	0.013061426
YKL162C	YKL162C	-0.664740779	-0.242376817	-0.248390464
YOR052C	TMC1	1.175685874	0.983729314	0.940958859
YJL209W	CBP1	0.303295785	-0.109197689	0.130512461
YDR480W	DIG2	0.093756607	-0.076677134	0.411028713
YNR029C	YNR029C	-0.281052733	-0.832546972	-0.197483176
YMR168C	CEP3	0.39528471	0.223076466	-0.449086717
YMR140W	SIP5	-0.106594054	0.298084637	-0.00659886
YOR018W	ROD1	-0.324648207	-0.011467419	-0.866332692
YHR195W	NVJ1	-1.068623978	-0.058080293	0.893390347
YDR457W	TOM1	0.367529698	-0.427516354	-1.665020031
YJL076W	NET1	0.337316723	0.410915319	-1.261510363
YML116W	ATR1	-0.949490266	-0.466397185	0.428432029
YMR152W	YIM1	-1.300794229	0.331097176	0.241216362
YDR023W	SES1	0.58758397	0.279810453	1.168212872
YDR197W	CBS2	-0.971249798	-1.649810032	0.679715414
YJL166W	QCR8	0.046272769	0.456778989	1.794721578
YCL011C	GBP2	0.385782797	0.335300167	-0.567445423
YBR211C	AME1	0.690683141	0.170026167	0.240948152
YNR054C	ESF2	-0.024742359	0.801257997	0.163014208
YPR080W	TEF1	0.685447567	0.184951398	-0.003020431
YDR172W	SUP35	1.411153299	1.718950515	0.191699291
YCR048W	ARE1	-0.529672671	-0.276912994	-0.444217017
YIL048W	NEO1	0.169404697	-0.112450855	0.090890338
YFR030W	MET10	-0.765733645	-0.450810067	-1.285937199
YGR042W	YGR042W	0.801473606	0.130514589	-0.42078272
YBR271W	EFM2	0.281076654	-0.157094643	-0.376174909
YDR016C	DAD1	0.77991123	0.403408742	0.31882311
YER100W	UBC6	0.192370415	0.104280808	0.469537313
YLR216C	CPR6	-0.201402189	-0.135003808	0.483620717
YOR141C	ARP8	-0.47386286	0.074095153	1.717603445
YER098W	UBP9	0.875379618	0.461199229	-0.761386083
YPL074W	YTA6	-0.005586583	0.04486527	-0.19489685
YMR083W	ADH3	-1.128900503	-0.294740678	-0.69195933
YHL039W	EFM1	-0.471609747	-0.344322242	-0.529661652
YPL117C	IDI1	0.731961076	0.151418812	0.026001072
YLR163C	MAS1	-0.051370889	0.013730629	-0.325080975
YDL213C	NOP6	-0.682432019	-0.854264304	-1.392656505
YHR216W	IMD2	0.595138047	-0.000522704	0.067586835
YJL016W	YJL016W	0.619950842	0.808425465	0.236942309
YDR319C	YFT2	-0.241610634	-0.527448182	-0.056590665
YJR104C	SOD1	2.006050009	1.205263905	0.622567124
YPR060C	ARO7	-0.027065703	-0.814648725	-0.29235151
YML079W	YML079W	-0.591842055	-0.57600449	-0.635790133
YOR319W	HSH49	0.18517319	-0.80482447	-0.933686585
YFR052W	RPN12	0.670000463	0.174354231	0.245547316
YMR250W	GAD1	-0.162083596	0.308619557	2.052292872
YHR186C	KOG1	0.923072553	0.285665934	1.036608377
YMR089C	YTA12	NA	0.105008881	0.60081476
YNL046W	YNL046W	0.710130818	0.26361012	0.34452377
YHR163W	SOL3	-0.110688991	-0.844308116	-0.152843179
YDR523C	SPS1	-0.409115445	0.237321502	0.38576771
YNL016W	PUB1	0.614959085	0.12543231	0.257730874
YDR181C	SAS4	0.022155101	0.386156494	0.337497844
YLL003W	SFI1	-0.158549051	0.059438392	0.438165992
YLR113W	HOG1	0.379720906	0.366234151	0.033259689
YEL051W	VMA8	-1.381210695	-0.889359818	-0.491489193
YOL023W	IFM1	-0.596968767	0.286873042	1.500961708
YPL259C	APM1	-0.076448217	0.110566735	-0.374172639
YNL163C	RIA1	-0.994983634	0.156239948	-0.276186706
YJL097W	PHS1	-0.707356835	0.083325319	-0.091598404
YBR205W	KTR3	-1.348296919	0.047142352	0.393026016
YLR011W	LOT6	-0.177879932	-0.726739136	-1.278818688
YJL084C	ALY2	1.147264404	0.362396314	0.763717267
YMR121C	RPL15B	0.507464819	-0.013377547	-0.454556549
YBR026C	ETR1	-0.959968416	-0.461480409	-0.328401614
YGL221C	NIF3	-0.304868888	-0.735867481	-0.04194286
YER052C	HOM3	1.82633549	0.768539533	-1.242779153
YPL126W	NAN1	-0.207648387	-0.047248778	-1.259071747
YKL154W	SRP102	-0.885075863	-0.462094483	-0.298728961
YMR113W	FOL3	-0.509749638	-0.425578325	0.018093786
YNL007C	SIS1	0.293378515	0.171212592	-0.340971644
YKL006W	RPL14A	-1.815580422	-1.828586714	NA
YML012W	ERV25	0.099368511	0.555735469	0.0494881
UNKNOWN	NA	0.415859598	-0.089144114	-0.549344741
YJL048C	UBX6	0.133718971	0.707123527	0.171735507
YIL151C	ESL1	0.756991014	0.59454397	2.701019904
YDL022W	GPD1	-0.290686596	-0.226321786	-1.308606661
YML028W	TSA1	0.511395843	0.805096114	0.695787235
YIL108W	YIL108W	0.150892044	0.220872715	0.057374276
YMR251W-A	HOR7	1.056424346	1.754313114	0.86123524
YPR029C	APL4	-0.336043148	-0.609364756	-0.842263157
YHR024C	MAS2	-0.242923137	0.325661832	-0.037856662
YDR347W	MRP1	0.206676518	0.697193433	0.123223933
YIR009W	MSL1	NA	0.94086436	NA
YJR049C	UTR1	0.954453228	0.823138308	-0.243935652
YBR179C	FZO1	NA	-0.686297428	0.524381864
YJL158C	CIS3	-0.500726843	-0.688624507	-0.043729904
YMR188C	MRPS17	0.442396463	-0.061918817	-0.306278646
YBL098W	BNA4	-0.097682168	-0.507166998	0.626502651
YNL040W	YNL040W	-0.568513195	-0.192315114	0.181683491
YHL026C	YHL026C	-0.025971561	-0.454330878	-0.439344447
YJL081C	ARP4	0.775291772	-0.360369743	NA
YER166W	DNF1	-0.144742732	-0.022244943	-0.1657799
YMR124W	EPO1	-0.036122191	0.173350762	-0.23852839
YKL216W	URA1	0.342226103	0.24705304	-0.349427714
YOR236W	DFR1	-0.100568198	-0.282134504	-0.502749216
YLL062C	MHT1	0.076675663	-0.695648636	0.256162465
YLR093C	NYV1	0.087243876	-0.343512149	0.641890009
YPR111W	DBF20	-1.896727955	-0.170673696	-0.064122963
YPL203W	TPK2	-1.691880127	-0.281372865	0.503836432
YAL055W	PEX22	1.000727941	0.504463243	0.606841518
YLR185W	RPL37A	-0.304560029	-0.304432693	0.169241315
YDR217C	RAD9	-0.340018646	0.104768647	2.789311813
YFL031W	HAC1	-0.838723434	-0.063187443	-0.972941531
YKR068C	BET3	-0.290894017	0.053908936	-0.573193291
YOR136W	IDH2	-1.711828643	-1.025949902	-2.234996223
YBR202W	MCM7	1.816692872	1.615616524	0.503312789
YPR127W	YPR127W	-0.20644358	0.617642579	0.262845096
YER038C	KRE29	0.804933452	0.215164488	0.214110572
YER059W	PCL6	0.018453464	0.016037372	-0.314252499
YDL091C	UBX3	-7.671589036	-2.279919521	1.708099182
YOR117W	RPT5	0.42531389	0.588606656	-0.885388483
YCL025C	AGP1	-1.515812213	-0.977149059	1.175742452
YIL144W	NDC80	0.412091297	-0.598635997	2.357622876
YJL095W	BCK1	1.730903407	0.620105745	1.575089349
YLR166C	SEC10	NA	0.865776777	0.095233736
YOR299W	BUD7	-0.029166002	0.11611475	-0.352511827
YGR260W	TNA1	-1.159409787	-1.74495538	2.406923931
YCR086W	CSM1	0.592009407	0.778041342	-0.793290413
YBR233W	PBP2	-1.007334832	1.108156133	-0.408831779
YDR130C	FIN1	-0.482557557	-0.843596814	0.155245039
YKL035W	UGP1	0.038088864	0.54997718	0.71941277
YDR087C	RRP1	-1.414595949	-1.618075242	-0.79140908
YLR330W	CHS5	1.016851155	1.804823686	1.007535785
YER024W	YAT2	-0.012468218	-0.243063202	-0.050458438
YEL008W	YEL008W	-0.261799931	0.452540864	0.587950369
YDR483W	KRE2	-1.273228151	-0.906406696	-1.127700008
YJR098C	YJR098C	-0.423297143	-0.197915637	-0.762394701
YJL107C	YJL107C	-0.534530021	-0.360144525	-0.519147417
YDR131C	YDR131C	-1.848456535	-1.291812124	0.020924689
YAL039C	CYC3	-0.259558125	0.120787627	-0.089556538
YOR248W	YOR248W	-0.75932711	-1.049187927	-0.09785635
YKR010C	TOF2	-0.358041659	0.305277654	-0.708009943
YPL183C	RTT10	0.455858507	-0.380281988	-0.568254167
YNL167C	SKO1	0.890043247	0.321357017	-0.522843233
YLR215C	CDC123	-0.267980254	-0.359540227	1.211867483
YDR036C	EHD3	0.763423956	0.307352037	-0.128873039
YNL097C	PHO23	1.08240193	-0.592861784	6.806927775
YAL058W	CNE1	0.259995716	0.199801636	-1.048130044
YIL020C	HIS6	0.475781931	0.586599244	-0.315317409
YGL018C	JAC1	0.555196381	1.038024577	0.634582407
YJR080C	AIM24	-1.203763914	0.148021719	-2.707228552
YBR028C	YPK3	0.170817057	-0.937218152	-0.101366914
YGL065C	ALG2	-0.366932066	-0.091191716	-0.810416827
YPL252C	YAH1	0.516408136	0.413985166	2.197441353
YBR162C	TOS1	1.786010075	-1.10318967	-0.945742491
YGL250W	RMR1	0.950350593	0.752805133	-1.39418535
YMR176W	ECM5	0.545901751	-0.093296053	1.100895995
YKL020C	SPT23	-0.406863547	-0.056601228	0.521911866
YBR131W	CCZ1	0.220373828	-0.112194818	0.80007498
YBR227C	MCX1	-0.001097151	-0.243747248	-0.826388774
YLR324W	PEX30	0.707079067	0.473581111	-0.891417273
YLR082C	SRL2	-0.36744834	-0.083132949	-0.154899665
YLR438C-A	LSM3	0.040090893	-0.009492462	0.221558127
YBL005W	PDR3	0.1376221	-0.046437253	0.152059063
YOR168W	GLN4	0.822963732	0.129731715	-1.27885934
YER116C	SLX8	1.019846323	-0.134011396	-0.283724697
YMR075W	RCO1	-0.055299064	0.170139053	2.530937276
YDR009W	GAL3	0.537034223	0.384077621	-0.442605242
YBR135W	CKS1	0.58310998	0.796375951	0.575683282
YLR404W	FLD1	0.799323963	0.747892643	0.257477539
YGL039W	YGL039W	-0.212957362	-0.407821063	-0.202408415
YKR087C	OMA1	0.534022676	-0.231504211	0.517936148
YDR395W	SXM1	0.700059052	0.331746918	-0.607314365
YDR412W	RRP17	0.438107677	-0.241947803	-0.600488356
YGR229C	SMI1	0.86935402	0.229796721	-0.295749038
YLR069C	MEF1	-0.369486772	0.022340239	0.080757337
YDL226C	GCS1	0.506948507	0.265651472	0.239229812
YGL075C	MPS2	NA	NA	-1.738951551
YJR058C	APS2	-0.205032182	0.25223882	0.206957157
YGL256W	ADH4	-2.238837082	-2.607553535	1.198570278
YNR010W	CSE2	0.297469494	-0.326118316	0.545177547
YCL035C	GRX1	1.453857259	0.702923297	0.518222121
YNR049C	MSO1	-0.138407545	0.117695033	0.084048379
YPL076W	GPI2	0.118756986	0.361546793	0.424994122
YLR289W	GUF1	0.001514244	0.166168499	-0.415438026
YPL066W	RGL1	0.087837402	0.215011905	0.814477177
YDR089W	YDR089W	-0.994447253	-0.347830941	1.675042294
YER126C	NSA2	-0.536251408	-0.46392668	NA
YLR250W	SSP120	0.656797758	0.456875212	-1.539766581
YBL069W	AST1	-2.572713267	-1.275149525	0.538076079
YGR248W	SOL4	1.327524155	2.505509351	2.040890335
YOL150C	YOL150C	-0.801850789	0.212808952	1.125445555
YOR132W	VPS17	0.196495163	-0.361124866	0.083360161
YHL028W	WSC4	-1.069871443	-0.967379886	1.282185143
YBL002W	HTB2	1.077328298	1.838017494	0.832236859
YOL060C	MAM3	NA	-0.041580282	-0.608094443
YDR392W	SPT3	0.581102566	0.075875405	-0.98593472
YDR411C	DFM1	0.293646651	-0.777959292	0.489216547
YGR243W	MPC3	0.26559351	0.386812136	0.915948363
YBR006W	UGA2	-1.263475597	-0.04498119	0.4551494
YPL270W	MDL2	NA	0.346284677	0.66229014
YER003C	PMI40	-0.516325015	-0.930219279	-0.529435751
YGL187C	COX4	-1.477479609	-0.484716411	-0.034627
YLR150W	STM1	0.200073566	-0.93319794	0.318121317
YER183C	FAU1	0.616413946	0.134710351	-0.416515832
YOL009C	MDM12	-0.934805698	0.000304291	0.182628443
YBR089C-A	NHP6B	1.676546787	2.228214235	-0.600393012
YMR058W	FET3	-7.085133131	-4.463195397	1.905176708
YLR442C	SIR3	0.094044181	0.560114636	0.912572186
YJL101C	GSH1	0.154143417	0.379966458	1.416268394
YNL272C	SEC2	NA	0.166807784	0.450783222
YHR008C	SOD2	-0.120633975	0.908641027	-0.248659053
YPR056W	TFB4	-0.216074499	0.303781018	0.104534681
YLR345W	YLR345W	0.385502009	0.978438377	0.039740927
YBL029C-A	YBL029C-A	0.274368235	-0.054816327	0.163007353
YHR144C	DCD1	0.243672785	0.240265773	0.165113483
YML010W	SPT5	-0.578602558	-0.203499788	-0.311451321
YJL136C	RPS21B	-0.32923441	-0.297840661	0.715704762
YIL122W	POG1	-0.898542161	-0.887385379	-0.153049968
YNL134C	YNL134C	-0.84685721	-1.39096959	0.489171625
YDL222C	FMP45	-4.587671071	-3.41428963	0.110480623
YDR528W	HLR1	1.023420984	0.545860142	-0.98478218
YNL076W	MKS1	-0.111815155	-0.143421862	-0.498223598
YMR236W	TAF9	0.376841879	0.311750036	-0.240447721
YDR224C	HTB1	2.131623425	2.585769197	2.110128289
YJR056C	YJR056C	0.018880921	-0.189553874	-0.532457995
YBL055C	YBL055C	0.200883249	0.180357905	-0.245423567
YPL031C	PHO85	2.164304038	-0.054835635	0.330392226
YMR193W	MRPL24	-0.261461095	-0.215969669	-0.790633114
YGL095C	VPS45	-0.351061451	0.162929846	0.798798024
YNL239W	LAP3	-0.279512915	-0.126329369	-0.036801067
YPR135W	CTF4	0.036018256	-0.074703677	-0.523640324
YNR019W	ARE2	NA	-0.327948174	0.469374991
YLR344W	RPL26A	0.363929653	-0.447555689	0.108774377
YGL210W	YPT32	-0.861861353	-0.960630018	-0.416413142
YDL101C	DUN1	-0.756755237	0.087873916	-0.93688774
YFR017C	IGD1	-0.446962829	0.447026287	-0.013131708
YDL105W	NSE4	0.011059829	-0.048606427	-0.255978053
YJR009C	TDH2	-0.324512456	-0.82529188	-0.357607706
YKL194C	MST1	-0.58880241	-1.527693681	-0.855757404
YLR017W	MEU1	-0.14472612	0.309943276	0.965132681
YGL049C	TIF4632	-0.123185939	0.07035571	-1.298075536
YGR261C	APL6	NA	-0.45720128	-0.008974487
YDR219C	MFB1	-0.54908418	-0.592228596	-0.02006862
YLR421C	RPN13	0.514646066	0.223966304	-0.393793762
YMR059W	SEN15	0.29127094	0.387858167	1.044577687
YOR124C	UBP2	-0.256363031	0.541451276	2.625809744
YML113W	DAT1	0.161946078	0.398265174	-0.500004861
YNL162W-A	YNL162W-A	0.29140661	0.408588877	0.755322945
YLR072W	YLR072W	0.756286113	0.463393699	1.231549904
YDL030W	PRP9	0.780898867	0.362356348	-0.413442221
YPL131W	RPL5	-0.55279973	-0.356188662	0.434869193
YDR367W	KEI1	0.206537363	-0.734750672	-0.889688255
YOL061W	PRS5	0.300901282	0.212077054	0.14384501
YKL042W	SPC42	0.830154179	1.210104584	0.346356507
YLR218C	COA4	1.692710763	1.172612973	0.558643046
YNL039W	BDP1	0.42311335	0.985579961	-0.265560043
YFR004W	RPN11	0.519544472	0.515401595	0.295367777
YER132C	PMD1	0.864867924	-0.015779487	0.642067336
YKR027W	BCH2	0.690803369	0.476154081	-0.449788767
YGL011C	SCL1	-0.270905517	-0.277152159	-0.023900515
YOR104W	PIN2	1.532196797	-0.709803579	-0.838480287
YDR462W	MRPL28	0.745462427	0.990555085	0.585896235
YIL075C	RPN2	1.066037389	0.70027507	-0.732807679
YBR233W-A	DAD3	0.185492175	-0.3605936	0.646778327
YDR408C	ADE8	0.550815983	0.336545128	-0.552222197
YDR240C	SNU56	-0.31125354	-0.036836376	0.055349387
YAR044W	NA	-0.599611733	-0.841834625	-0.529225336
YLR351C	NIT3	-0.646956988	0.049570471	-0.243958889
YGR093W	DRN1	-0.016368011	-0.054323561	-0.733941638
YNL286W	CUS2	0.675872246	-0.237997466	-0.063963031
YKL001C	MET14	0.161588098	-0.068832714	-1.725518951
YML091C	RPM2	0.099423747	-0.117713919	3.161274459
YGR238C	KEL2	-0.505857353	0.367186454	1.581149592
YIR017C	MET28	1.035656079	0.309837623	0.733745412
YER019C-A	SBH2	0.554690315	0.953469909	-0.372890389
YNL166C	BNI5	-0.940615425	-1.069318961	0.193305813
YBR037C	SCO1	-0.230471265	-0.063214396	0.331940976
YCR024C-A	PMP1	3.417859589	1.342008757	NA
YNL259C	ATX1	0.165419082	-0.645644006	0.987922116
YML001W	YPT7	0.371119553	0.990529039	0.050012761
YNL037C	IDH1	0.009411324	NA	-1.248776246
YOR138C	RUP1	-0.10448	0.549237588	1.111509684
YGL238W	CSE1	-0.765792925	-0.466772384	-0.284175194
YDR502C	SAM2	0.899017914	-0.90941989	-0.275393579
YNL152W	INN1	0.17681873	0.313707602	-0.295383
YMR061W	RNA14	0.879503209	0.517665283	1.946116996
YDL156W	CMR1	0.192641402	0.257100846	-0.060389068
YKL146W	AVT3	NA	0.617531626	0.387976244
YPR067W	ISA2	0.67036104	0.383745492	0.083992851
YPL109C	YPL109C	-0.765865924	-0.297711571	-0.55740061
YDR497C	ITR1	-3.065502825	-2.653340602	1.251001992
YBR055C	PRP6	-0.320404001	-0.100905876	1.553838559
YKL129C	MYO3	0.637193725	0.943834307	0.25088825
YHR104W	GRE3	1.617795175	2.223454275	0.988012669
YIR024C	INA22	-0.080060051	0.084659207	-0.573190905
YNL162W	RPL42A	0.046066175	0.118671104	0.239318676
YPL069C	BTS1	0.259404064	-0.197213023	0.849468914
YGR274C	TAF1	-0.244214335	0.043196684	2.550653042
YOR075W	UFE1	-2.071967714	-2.053448489	0.139168125
YCL059C	KRR1	-0.543223523	-0.251294332	-0.564883421
YEL062W	NPR2	0.227289497	-0.019606677	-0.129575425
YBR152W	SPP381	0.973426799	0.259614576	0.034111976
YOL112W	MSB4	-0.039334629	-0.282641408	0.395621903
YER074W	RPS24A	-0.061934722	-0.080902397	0.462329675
YDL175C	AIR2	-0.741756115	-0.283615326	-0.82585071
YDR305C	HNT2	0.126162644	-0.895914401	-0.508009399
YPL129W	TAF14	NA	1.625728544	0.064020394
YDR258C	HSP78	0.106861667	1.500388349	-1.939656918
YPR045C	THP3	0.041131662	0.033863267	0.23554467
YEL060C	PRB1	1.685709634	4.134652171	-1.008103827
YGR024C	THG1	-0.01670684	0.233830283	-0.20764704
YGR130C	YGR130C	-0.043701975	1.248494777	1.11246124
YIR001C	SGN1	-0.869266252	-1.153458612	-0.49190289
YDR432W	NPL3	1.211695745	1.241910542	-0.094895519
YPL158C	AIM44	2.088040712	0.993594582	-0.433817792
YNR034W	SOL1	0.603073836	0.421456528	-0.059058372
YGR167W	CLC1	0.427188911	1.434172282	0.511116068
YNL197C	WHI3	-0.861117264	-0.906256131	0.739625137
YGR252W	GCN5	0.524275171	-0.561669109	-0.281988442
YLR141W	RRN5	-0.689115361	0.058048414	0.018629694
YNL305C	BXI1	0.117896529	-0.093141677	0.051151265
YOR321W	PMT3	NA	0.390730747	1.417944079
YML049C	RSE1	4.295774208	5.083254157	-0.119274912
YBL064C	PRX1	0.049494333	0.604057315	0.060627089
YHR194W	MDM31	1.599839068	-0.010121085	NA
YDR152W	GIR2	-0.645584081	-0.911224365	-0.334339355
YFL024C	EPL1	0.614381392	0.484525941	-0.798335192
YNL293W	MSB3	0.567002884	0.421362028	-0.113955867
YLR426W	TDA5	0.956443081	1.107699609	-0.194876035
YJR082C	EAF6	0.429308045	1.160365912	1.272312185
YAL041W	CDC24	-0.906450614	-0.245874494	0.548567235
YLR297W	YLR297W	-0.250733731	-0.536951825	-1.010587471
YLR199C	PBA1	0.850526713	0.472563455	-0.523720469
YNL066W	SUN4	-0.719897756	-0.662019326	-0.542760121
YIL004C	BET1	-0.539569378	-1.337401399	-0.948040398
YER165W	PAB1	-0.021945634	0.251221634	0.407665921
YBR212W	NGR1	0.286596497	0.565996082	1.578091852
YMR208W	ERG12	-0.174653671	-0.791448301	-0.005417465
YLR278C	YLR278C	0.606019258	0.202843436	1.459596889
YOL135C	MED7	0.177066831	-0.086146816	-0.416934095
YGR254W	ENO1	-2.444082892	-2.818108786	0.746572766
YBR194W	AIM4	-0.269707639	0.314414784	0.791615296
YGR129W	SYF2	-0.525129569	0.209183524	-0.84009728
YLR196W	PWP1	0.596340624	1.597922306	-0.360220953
YLR033W	RSC58	0.285147357	0.666101247	0.128525479
YGL254W	FZF1	-1.09813441	-0.956655066	-0.528881775
YHR181W	SVP26	0.008372616	0.088368046	-0.26864315
YGR251W	NOP19	-0.15799445	0.208528462	-1.11297745
YOL011W	PLB3	NA	-1.871886265	-0.192099181
YDR429C	TIF35	0.062863816	0.357423496	0.519604329
YOR316C	COT1	-0.406251096	0.018759509	-0.543879979
YLR100W	ERG27	-0.143657169	-0.959604827	-0.082327492
YDR496C	PUF6	0.238574536	0.440283567	-3.110989235
YGR194C	XKS1	-0.855092246	-0.059559163	-0.045174163
YER086W	ILV1	-2.554306925	-1.752546752	-0.667170271
YMR296C	LCB1	1.97030633	0.676846224	-0.649909774
YOR307C	SLY41	-0.408982518	-0.807227132	-0.57351565
YML088W	UFO1	0.204062093	0.785639042	2.313008638
YMR086W	SEG1	1.131996668	2.243169298	0.854466583
YPL166W	ATG29	0.147850695	-0.346813685	-0.361842999
YBR241C	YBR241C	0.482265714	1.284141268	-1.958900033
YBR278W	DPB3	-0.086567618	0.256327514	-0.873804355
YPR184W	GDB1	0.194057943	0.63339127	0.410422389
YHL017W	YHL017W	-0.097563431	0.567084135	0.668347399
YOL020W	TAT2	-0.076501833	-0.571700597	-0.61203342
YGL226W	MTC3	-0.356712566	0.079111175	1.170469785
YMR125W	STO1	0.952488583	0.5784231	-0.476461145
YKL032C	IXR1	0.578244605	1.408244591	0.024417222
YLR292C	SEC72	1.012351643	1.109267458	-0.068526868
YNR038W	DBP6	0.504181928	0.789129472	-1.252236625
YPL048W	CAM1	-0.762716139	-0.752123877	0.084090088
YLR136C	TIS11	0.666183273	0.485586291	0.478428906
YBL107C	MIX23	-0.345969657	0.010900384	-0.891515911
YJL060W	BNA3	0.01133333	-0.209812689	-1.602374176
YGR191W	HIP1	0.803702296	0.229142633	-0.916162802
YGL082W	YGL082W	-0.596254063	-0.160823964	0.005756097
YJL004C	SYS1	-0.720550424	-0.212290273	-0.032270717
YDR014W	RAD61	0.266239315	-0.32664928	0.033315854
YMR215W	GAS3	-1.077807557	-1.128293446	-0.419039822
YJL203W	PRP21	0.422004651	-0.002427801	0.026870103
YHR201C	PPX1	-0.04569565	0.186370828	-0.577178506
YDR222W	YDR222W	-2.264451141	-1.660318953	-0.326577117
YHR087W	RTC3	1.710041873	2.014324665	1.432566921
YLR258W	GSY2	-0.152770679	2.752736694	2.214404421
YML128C	MSC1	0.290888423	1.908396437	-0.059230336
YDL110C	TMA17	1.14840833	1.825547577	1.406464519
YML070W	DAK1	0.446813371	1.012921548	-0.719986455
YJR109C	CPA2	0.549238517	0.032049257	-3.868029475
YMR052W	FAR3	0.013344153	-0.03962837	-0.480977483
YDL240W	LRG1	1.374478106	1.158890224	0.258704912
YJL212C	OPT1	NA	-0.209594605	1.258755468
YCL024W	KCC4	0.29740419	0.641459825	2.309910804
YNL256W	FOL1	-0.452976649	-0.165167954	1.482228483
YIL068C	SEC6	NA	0.234749181	0.404068903
YHR164C	DNA2	-0.091861421	-0.270462473	1.104678643
YJL043W	YJL043W	0.833686253	-0.030406554	-0.215170112
YPL015C	HST2	6.518160145	1.609601167	0.7464405
YAR019C	CDC15	0.728259559	-0.054757873	-0.288571612
YGL186C	TPN1	-0.519650312	-0.901853516	NA
YLR179C	YLR179C	-0.300758903	0.07913681	-0.447712316
YLR332W	MID2	-0.667001182	-2.207024135	-2.05163714
YDL141W	BPL1	-0.210532702	-0.582057284	0.966649445
YLR080W	EMP46	0.157276396	-0.342229438	-0.114220451
YBR150C	TBS1	-0.472908268	-0.629840519	1.017783052
YKL054C	DEF1	-0.218732286	-0.170976792	-0.181524198
